bin_number,bin_length,cartes_bancaires_network,active_merchant_network,bin_to_store_in_active_merchant
497378,6,"VISA, CARTE_BANCAIRE",visa,497378
497377,6,"VISA, CARTE_BANCAIRE",visa,497377
497376,6,"VISA, CARTE_BANCAIRE",visa,497376
497374,6,"VISA, CARTE_BANCAIRE",visa,497374
497373,6,"VISA, CARTE_BANCAIRE",visa,497373
497372,6,"VISA, CARTE_BANCAIRE",visa,497372
497369,6,"VISA, CARTE_BANCAIRE",visa,497369
497367,6,"VISA, CARTE_BANCAIRE",visa,497367
497366,6,"VISA, CARTE_BANCAIRE",visa,497366
497361,6,"VISA, CARTE_BANCAIRE",visa,497361
497360,6,"VISA, CARTE_BANCAIRE",visa,497360
497353,6,"VISA, CARTE_BANCAIRE",visa,497353
497351,6,"VISA, CARTE_BANCAIRE",visa,497351
497350,6,"VISA, CARTE_BANCAIRE",visa,497350
497337,6,"VISA, CARTE_BANCAIRE",visa,497337
497328,6,"VISA, CARTE_BANCAIRE",visa,497328
497326,6,"VISA, CARTE_BANCAIRE",visa,497326
497322,6,"VISA, CARTE_BANCAIRE",visa,497322
497319,6,"VISA, CARTE_BANCAIRE",visa,497319
497318,6,"VISA, CARTE_BANCAIRE",visa,497318
497316,6,"VISA, CARTE_BANCAIRE",visa,497316
497315,6,"VISA, CARTE_BANCAIRE",visa,497315
497312,6,"VISA, CARTE_BANCAIRE",visa,497312
497310,6,"VISA, CARTE_BANCAIRE",visa,497310
497309,6,"VISA, CARTE_BANCAIRE",visa,497309
497308,6,CARTE_BANCAIRE,visa,497308
497307,6,"VISA, CARTE_BANCAIRE",visa,497307
497306,6,"VISA, CARTE_BANCAIRE",visa,497306
497304,6,"VISA, CARTE_BANCAIRE",visa,497304
497303,6,CARTE_BANCAIRE,visa,497303
497300,6,"VISA, CARTE_BANCAIRE",visa,497300
497291,6,"VISA, CARTE_BANCAIRE",visa,497291
497288,6,"VISA, CARTE_BANCAIRE",visa,497288
497281,6,"VISA, CARTE_BANCAIRE",visa,497281
497278,6,"VISA, CARTE_BANCAIRE",visa,497278
497276,6,"VISA, CARTE_BANCAIRE",visa,497276
497272,6,"VISA, CARTE_BANCAIRE",visa,497272
497266,6,"VISA, CARTE_BANCAIRE",visa,497266
497264,6,"VISA, CARTE_BANCAIRE",visa,497264
497260,6,"VISA, CARTE_BANCAIRE",visa,497260
497255,6,"VISA, CARTE_BANCAIRE",visa,497255
497253,6,"VISA, CARTE_BANCAIRE",visa,497253
497252,6,"VISA, CARTE_BANCAIRE",visa,497252
497249,6,"VISA, CARTE_BANCAIRE",visa,497249
497246,6,"VISA, CARTE_BANCAIRE",visa,497246
497245,6,"VISA, CARTE_BANCAIRE",visa,497245
497243,6,"VISA, CARTE_BANCAIRE",visa,497243
497238,6,"VISA, CARTE_BANCAIRE",visa,497238
497234,6,"VISA, CARTE_BANCAIRE",visa,497234
497231,6,"VISA, CARTE_BANCAIRE",visa,497231
497230,6,"VISA, CARTE_BANCAIRE",visa,497230
497227,6,"VISA, CARTE_BANCAIRE",visa,497227
497226,6,"VISA, CARTE_BANCAIRE",visa,497226
497222,6,"VISA, CARTE_BANCAIRE",visa,497222
497210,6,"VISA, CARTE_BANCAIRE",visa,497210
497208,6,"VISA, CARTE_BANCAIRE",visa,497208
497207,6,"VISA, CARTE_BANCAIRE",visa,497207
497204,6,"VISA, CARTE_BANCAIRE",visa,497204
497203,6,"VISA, CARTE_BANCAIRE",visa,497203
497202,6,"VISA, CARTE_BANCAIRE",visa,497202
497201,6,"VISA, CARTE_BANCAIRE",visa,497201
497197,6,"VISA, CARTE_BANCAIRE",visa,497197
497196,6,"VISA, CARTE_BANCAIRE",visa,497196
497191,6,"VISA, CARTE_BANCAIRE",visa,497191
497190,6,"VISA, CARTE_BANCAIRE",visa,497190
497179,6,"VISA, CARTE_BANCAIRE",visa,497179
497177,6,"VISA, CARTE_BANCAIRE",visa,497177
497169,6,"VISA, CARTE_BANCAIRE",visa,497169
497168,6,"VISA, CARTE_BANCAIRE",visa,497168
497167,6,"VISA, CARTE_BANCAIRE",visa,497167
497166,6,"VISA, CARTE_BANCAIRE",visa,497166
497164,6,"VISA, CARTE_BANCAIRE",visa,497164
497155,6,"VISA, CARTE_BANCAIRE",visa,497155
497152,6,"VISA, CARTE_BANCAIRE",visa,497152
497144,6,"VISA, CARTE_BANCAIRE",visa,497144
497139,6,"VISA, CARTE_BANCAIRE",visa,497139
497138,6,"VISA, CARTE_BANCAIRE",visa,497138
497134,6,"VISA, CARTE_BANCAIRE",visa,497134
497132,6,"VISA, CARTE_BANCAIRE",visa,497132
497129,6,"VISA, CARTE_BANCAIRE",visa,497129
497121,6,"VISA, CARTE_BANCAIRE",visa,497121
497118,6,"VISA, CARTE_BANCAIRE",visa,497118
497117,6,"VISA, CARTE_BANCAIRE",visa,497117
497116,6,"VISA, CARTE_BANCAIRE",visa,497116
497110,6,"VISA, CARTE_BANCAIRE",visa,497110
497109,6,"VISA, CARTE_BANCAIRE",visa,497109
497108,6,"VISA, CARTE_BANCAIRE",visa,497108
497107,6,"VISA, CARTE_BANCAIRE",visa,497107
497101,6,"VISA, CARTE_BANCAIRE",visa,497101
497079,6,"VISA, CARTE_BANCAIRE",visa,497079
497074,6,"VISA, CARTE_BANCAIRE",visa,497074
497061,6,"VISA, CARTE_BANCAIRE",visa,497061
497060,6,"VISA, CARTE_BANCAIRE",visa,497060
497053,6,"VISA, CARTE_BANCAIRE",visa,497053
497052,6,"VISA, CARTE_BANCAIRE",visa,497052
497051,6,"VISA, CARTE_BANCAIRE",visa,497051
497049,6,"VISA, CARTE_BANCAIRE",visa,497049
497048,6,"VISA, CARTE_BANCAIRE",visa,497048
497047,6,"VISA, CARTE_BANCAIRE",visa,497047
497046,6,"VISA, CARTE_BANCAIRE",visa,497046
497045,6,"VISA, CARTE_BANCAIRE",visa,497045
497044,6,"VISA, CARTE_BANCAIRE",visa,497044
497043,6,"VISA, CARTE_BANCAIRE",visa,497043
497042,6,"VISA, CARTE_BANCAIRE",visa,497042
497041,6,"VISA, CARTE_BANCAIRE",visa,497041
497040,6,"VISA, CARTE_BANCAIRE",visa,497040
497039,6,CARTE_BANCAIRE,visa,497039
497038,6,"VISA, CARTE_BANCAIRE",visa,497038
497037,6,"VISA, CARTE_BANCAIRE",visa,497037
497036,6,CARTE_BANCAIRE,visa,497036
497035,6,"VISA, CARTE_BANCAIRE",visa,497035
497034,6,"VISA, CARTE_BANCAIRE",visa,497034
497032,6,"VISA, CARTE_BANCAIRE",visa,497032
497031,6,"VISA, CARTE_BANCAIRE",visa,497031
497030,6,"VISA, CARTE_BANCAIRE",visa,497030
497029,6,"VISA, CARTE_BANCAIRE",visa,497029
497028,6,"VISA, CARTE_BANCAIRE",visa,497028
479619,6,"VISA, CARTE_BANCAIRE",visa,479619
478095,6,"VISA, CARTE_BANCAIRE",visa,478095
478094,6,"VISA, CARTE_BANCAIRE",visa,478094
478093,6,"VISA, CARTE_BANCAIRE",visa,478093
478092,6,"VISA, CARTE_BANCAIRE",visa,478092
478091,6,"VISA, CARTE_BANCAIRE",visa,478091
478090,6,"VISA, CARTE_BANCAIRE",visa,478090
478023,6,"VISA, CARTE_BANCAIRE",visa,478023
478022,6,"VISA, CARTE_BANCAIRE",visa,478022
478021,6,"VISA, CARTE_BANCAIRE",visa,478021
478020,6,"VISA, CARTE_BANCAIRE",visa,478020
477293,6,"VISA, CARTE_BANCAIRE",visa,477293
477265,6,"VISA, CARTE_BANCAIRE",visa,477265
477222,6,"VISA, CARTE_BANCAIRE",visa,477222
477221,6,"VISA, CARTE_BANCAIRE",visa,477221
477187,6,"VISA, CARTE_BANCAIRE",visa,477187
477185,6,"VISA, CARTE_BANCAIRE",visa,477185
477183,6,"VISA, CARTE_BANCAIRE",visa,477183
477181,6,"VISA, CARTE_BANCAIRE",visa,477181
477174,6,"VISA, CARTE_BANCAIRE",visa,477174
477173,6,"VISA, CARTE_BANCAIRE",visa,477173
477172,6,"VISA, CARTE_BANCAIRE",visa,477172
477171,6,"VISA, CARTE_BANCAIRE",visa,477171
472602,6,"VISA, CARTE_BANCAIRE",visa,472602
469783,6,"VISA, CARTE_BANCAIRE",visa,469783
469782,6,"VISA, CARTE_BANCAIRE",visa,469782
469781,6,"VISA, CARTE_BANCAIRE",visa,469781
469698,6,"VISA, CARTE_BANCAIRE",visa,469698
468966,6,"VISA, CARTE_BANCAIRE",visa,468966
467039,6,"VISA, CARTE_BANCAIRE",visa,467039
467038,6,"VISA, CARTE_BANCAIRE",visa,467038
466575,6,"VISA, CARTE_BANCAIRE",visa,466575
466258,6,"VISA, CARTE_BANCAIRE",visa,466258
466092,6,"VISA, CARTE_BANCAIRE",visa,466092
463219,6,"VISA, CARTE_BANCAIRE",visa,463219
463218,6,"VISA, CARTE_BANCAIRE",visa,463218
460998,6,"VISA, CARTE_BANCAIRE",visa,460998
460997,6,"VISA, CARTE_BANCAIRE",visa,460997
460996,6,"VISA, CARTE_BANCAIRE",visa,460996
460995,6,"VISA, CARTE_BANCAIRE",visa,460995
460994,6,"VISA, CARTE_BANCAIRE",visa,460994
460993,6,"VISA, CARTE_BANCAIRE",visa,460993
459398,6,"VISA, CARTE_BANCAIRE",visa,459398
459396,6,"VISA, CARTE_BANCAIRE",visa,459396
459395,6,"VISA, CARTE_BANCAIRE",visa,459395
459337,6,"VISA, CARTE_BANCAIRE",visa,459337
459320,6,"VISA, CARTE_BANCAIRE",visa,459320
457717,6,"VISA, CARTE_BANCAIRE",visa,457717
457452,6,"VISA, CARTE_BANCAIRE",visa,457452
457203,6,"VISA, CARTE_BANCAIRE",visa,457203
457202,6,"VISA, CARTE_BANCAIRE",visa,457202
456955,6,"VISA, CARTE_BANCAIRE",visa,456955
456296,6,"VISA, CARTE_BANCAIRE",visa,456296
456290,6,"VISA, CARTE_BANCAIRE",visa,456290
456284,6,"VISA, CARTE_BANCAIRE",visa,456284
456283,6,"VISA, CARTE_BANCAIRE",visa,456283
456281,6,"VISA, CARTE_BANCAIRE",visa,456281
456280,6,"VISA, CARTE_BANCAIRE",visa,456280
456279,6,"VISA, CARTE_BANCAIRE",visa,456279
456272,6,"VISA, CARTE_BANCAIRE",visa,456272
456268,6,"VISA, CARTE_BANCAIRE",visa,456268
456265,6,"VISA, CARTE_BANCAIRE",visa,456265
456263,6,"VISA, CARTE_BANCAIRE",visa,456263
456261,6,"VISA, CARTE_BANCAIRE",visa,456261
456260,6,"VISA, CARTE_BANCAIRE",visa,456260
456259,6,"VISA, CARTE_BANCAIRE",visa,456259
456254,6,"VISA, CARTE_BANCAIRE",visa,456254
456253,6,"VISA, CARTE_BANCAIRE",visa,456253
456252,6,"VISA, CARTE_BANCAIRE",visa,456252
456250,6,"VISA, CARTE_BANCAIRE",visa,456250
456248,6,"VISA, CARTE_BANCAIRE",visa,456248
456247,6,"VISA, CARTE_BANCAIRE",visa,456247
456246,6,"VISA, CARTE_BANCAIRE",visa,456246
456244,6,"VISA, CARTE_BANCAIRE",visa,456244
456243,6,"VISA, CARTE_BANCAIRE",visa,456243
456242,6,"VISA, CARTE_BANCAIRE",visa,456242
456240,6,"VISA, CARTE_BANCAIRE",visa,456240
456239,6,"VISA, CARTE_BANCAIRE",visa,456239
456238,6,"VISA, CARTE_BANCAIRE",visa,456238
456235,6,"VISA, CARTE_BANCAIRE",visa,456235
456233,6,"VISA, CARTE_BANCAIRE",visa,456233
456232,6,"VISA, CARTE_BANCAIRE",visa,456232
456230,6,"VISA, CARTE_BANCAIRE",visa,456230
456228,6,"VISA, CARTE_BANCAIRE",visa,456228
456222,6,"VISA, CARTE_BANCAIRE",visa,456222
456221,6,"VISA, CARTE_BANCAIRE",visa,456221
456216,6,"VISA, CARTE_BANCAIRE",visa,456216
456215,6,"VISA, CARTE_BANCAIRE",visa,456215
456214,6,"VISA, CARTE_BANCAIRE",visa,456214
456210,6,"VISA, CARTE_BANCAIRE",visa,456210
456207,6,"VISA, CARTE_BANCAIRE",visa,456207
456206,6,"VISA, CARTE_BANCAIRE",visa,456206
456205,6,"VISA, CARTE_BANCAIRE",visa,456205
456199,6,"VISA, CARTE_BANCAIRE",visa,456199
456196,6,"VISA, CARTE_BANCAIRE",visa,456196
456195,6,"VISA, CARTE_BANCAIRE",visa,456195
456190,6,"VISA, CARTE_BANCAIRE",visa,456190
456188,6,"VISA, CARTE_BANCAIRE",visa,456188
456186,6,"VISA, CARTE_BANCAIRE",visa,456186
456180,6,"VISA, CARTE_BANCAIRE",visa,456180
456179,6,"VISA, CARTE_BANCAIRE",visa,456179
456176,6,"VISA, CARTE_BANCAIRE",visa,456176
456173,6,"VISA, CARTE_BANCAIRE",visa,456173
456172,6,"VISA, CARTE_BANCAIRE",visa,456172
456168,6,"VISA, CARTE_BANCAIRE",visa,456168
456167,6,"VISA, CARTE_BANCAIRE",visa,456167
456166,6,"VISA, CARTE_BANCAIRE",visa,456166
456160,6,"VISA, CARTE_BANCAIRE",visa,456160
456159,6,"VISA, CARTE_BANCAIRE",visa,456159
456158,6,"VISA, CARTE_BANCAIRE",visa,456158
456155,6,"VISA, CARTE_BANCAIRE",visa,456155
456153,6,"VISA, CARTE_BANCAIRE",visa,456153
456148,6,"VISA, CARTE_BANCAIRE",visa,456148
456145,6,"VISA, CARTE_BANCAIRE",visa,456145
456144,6,"VISA, CARTE_BANCAIRE",visa,456144
456142,6,"VISA, CARTE_BANCAIRE",visa,456142
456141,6,"VISA, CARTE_BANCAIRE",visa,456141
456140,6,"VISA, CARTE_BANCAIRE",visa,456140
456139,6,"VISA, CARTE_BANCAIRE",visa,456139
456135,6,"VISA, CARTE_BANCAIRE",visa,456135
456134,6,"VISA, CARTE_BANCAIRE",visa,456134
456133,6,"VISA, CARTE_BANCAIRE",visa,456133
456132,6,"VISA, CARTE_BANCAIRE",visa,456132
456126,6,"VISA, CARTE_BANCAIRE",visa,456126
456125,6,"VISA, CARTE_BANCAIRE",visa,456125
456118,6,"VISA, CARTE_BANCAIRE",visa,456118
456113,6,"VISA, CARTE_BANCAIRE",visa,456113
456110,6,"VISA, CARTE_BANCAIRE",visa,456110
456109,6,"VISA, CARTE_BANCAIRE",visa,456109
456105,6,"VISA, CARTE_BANCAIRE",visa,456105
456102,6,"VISA, CARTE_BANCAIRE",visa,456102
456101,6,"VISA, CARTE_BANCAIRE",visa,456101
455688,6,"VISA, CARTE_BANCAIRE",visa,455688
455685,6,"VISA, CARTE_BANCAIRE",visa,455685
455684,6,"VISA, CARTE_BANCAIRE",visa,455684
455683,6,"VISA, CARTE_BANCAIRE",visa,455683
455682,6,"VISA, CARTE_BANCAIRE",visa,455682
455662,6,"VISA, CARTE_BANCAIRE",visa,455662
455601,6,"VISA, CARTE_BANCAIRE",visa,455601
453397,6,"VISA, CARTE_BANCAIRE",visa,453397
453393,6,"VISA, CARTE_BANCAIRE",visa,453393
453359,6,"VISA, CARTE_BANCAIRE",visa,453359
453349,6,"VISA, CARTE_BANCAIRE",visa,453349
453343,6,"VISA, CARTE_BANCAIRE",visa,453343
453342,6,"VISA, CARTE_BANCAIRE",visa,453342
453341,6,"VISA, CARTE_BANCAIRE",visa,453341
453330,6,"VISA, CARTE_BANCAIRE",visa,453330
453326,6,"VISA, CARTE_BANCAIRE",visa,453326
453321,6,"VISA, CARTE_BANCAIRE",visa,453321
450560,6,"VISA, CARTE_BANCAIRE",visa,450560
450519,6,"VISA, CARTE_BANCAIRE",visa,450519
449971,6,"VISA, CARTE_BANCAIRE",visa,449971
449970,6,"VISA, CARTE_BANCAIRE",visa,449970
449967,6,"VISA, CARTE_BANCAIRE",visa,449967
449966,6,"VISA, CARTE_BANCAIRE",visa,449966
449965,6,"VISA, CARTE_BANCAIRE",visa,449965
449962,6,"VISA, CARTE_BANCAIRE",visa,449962
449961,6,"VISA, CARTE_BANCAIRE",visa,449961
449960,6,"VISA, CARTE_BANCAIRE",visa,449960
449959,6,"VISA, CARTE_BANCAIRE",visa,449959
449957,6,"VISA, CARTE_BANCAIRE",visa,449957
449955,6,"VISA, CARTE_BANCAIRE",visa,449955
449954,6,"VISA, CARTE_BANCAIRE",visa,449954
449951,6,"VISA, CARTE_BANCAIRE",visa,449951
448552,6,"VISA, CARTE_BANCAIRE",visa,448552
448539,6,"VISA, CARTE_BANCAIRE",visa,448539
448412,6,"VISA, CARTE_BANCAIRE",visa,448412
442457,6,"VISA, CARTE_BANCAIRE",visa,442457
442452,6,"VISA, CARTE_BANCAIRE",visa,442452
442451,6,"VISA, CARTE_BANCAIRE",visa,442451
442450,6,"VISA, CARTE_BANCAIRE",visa,442450
442449,6,"VISA, CARTE_BANCAIRE",visa,442449
442448,6,"VISA, CARTE_BANCAIRE",visa,442448
439622,6,"VISA, CARTE_BANCAIRE",visa,439622
439620,6,"VISA, CARTE_BANCAIRE",visa,439620
439619,6,"VISA, CARTE_BANCAIRE",visa,439619
439618,6,"VISA, CARTE_BANCAIRE",visa,439618
439539,6,"VISA, CARTE_BANCAIRE",visa,439539
439515,6,"VISA, CARTE_BANCAIRE",visa,439515
439514,6,"VISA, CARTE_BANCAIRE",visa,439514
439511,6,"VISA, CARTE_BANCAIRE",visa,439511
439509,6,"VISA, CARTE_BANCAIRE",visa,439509
437836,6,"VISA, CARTE_BANCAIRE",visa,437836
437835,6,"VISA, CARTE_BANCAIRE",visa,437835
435052,6,"VISA, CARTE_BANCAIRE",visa,435052
435051,6,"VISA, CARTE_BANCAIRE",visa,435051
435050,6,"VISA, CARTE_BANCAIRE",visa,435050
435049,6,"VISA, CARTE_BANCAIRE",visa,435049
435048,6,"VISA, CARTE_BANCAIRE",visa,435048
423460,6,"VISA, CARTE_BANCAIRE",visa,423460
420124,6,"VISA, CARTE_BANCAIRE",visa,420124
420123,6,"VISA, CARTE_BANCAIRE",visa,420123
420122,6,"VISA, CARTE_BANCAIRE",visa,420122
420121,6,"VISA, CARTE_BANCAIRE",visa,420121
420120,6,"VISA, CARTE_BANCAIRE",visa,420120
420118,6,"VISA, CARTE_BANCAIRE",visa,420118
420117,6,"VISA, CARTE_BANCAIRE",visa,420117
420116,6,"VISA, CARTE_BANCAIRE",visa,420116
420111,6,"VISA, CARTE_BANCAIRE",visa,420111
420110,6,"VISA, CARTE_BANCAIRE",visa,420110
417175,6,"VISA, CARTE_BANCAIRE",visa,417175
417174,6,"VISA, CARTE_BANCAIRE",visa,417174
416579,6,"VISA, CARTE_BANCAIRE",visa,416579
416286,6,"VISA, CARTE_BANCAIRE",visa,416286
415073,6,"VISA, CARTE_BANCAIRE",visa,415073
415071,6,"VISA, CARTE_BANCAIRE",visa,415071
415069,6,"VISA, CARTE_BANCAIRE",visa,415069
415068,6,"VISA, CARTE_BANCAIRE",visa,415068
415067,6,"VISA, CARTE_BANCAIRE",visa,415067
415066,6,"VISA, CARTE_BANCAIRE",visa,415066
415065,6,"VISA, CARTE_BANCAIRE",visa,415065
415063,6,"VISA, CARTE_BANCAIRE",visa,415063
415061,6,"VISA, CARTE_BANCAIRE",visa,415061
415060,6,"VISA, CARTE_BANCAIRE",visa,415060
415058,6,"VISA, CARTE_BANCAIRE",visa,415058
406572,6,"VISA, CARTE_BANCAIRE",visa,406572
405941,6,"VISA, CARTE_BANCAIRE",visa,405941
405940,6,"VISA, CARTE_BANCAIRE",visa,405940
405939,6,"VISA, CARTE_BANCAIRE",visa,405939
405937,6,"VISA, CARTE_BANCAIRE",visa,405937
405936,6,"VISA, CARTE_BANCAIRE",visa,405936
405935,6,"VISA, CARTE_BANCAIRE",visa,405935
403550,6,"VISA, CARTE_BANCAIRE",visa,403550
402231,6,"VISA, CARTE_BANCAIRE",visa,402231
402230,6,"VISA, CARTE_BANCAIRE",visa,402230
402097,6,"VISA, CARTE_BANCAIRE",visa,402097
402096,6,"VISA, CARTE_BANCAIRE",visa,402096
5132251,7,"MASTER, CARTE_BANCAIRE",master,513225
5132394,7,"MASTER, CARTE_BANCAIRE",master,513239
5136417,7,"MASTER, CARTE_BANCAIRE",master,513641
5132346,7,"MASTER, CARTE_BANCAIRE",master,513234
5136401,7,"MASTER, CARTE_BANCAIRE",master,513640
5136407,7,"MASTER, CARTE_BANCAIRE",master,513640
5137410,7,"MASTER, CARTE_BANCAIRE",master,513741
5137133,7,"MASTER, CARTE_BANCAIRE",master,513713
4593020,7,"VISA, CARTE_BANCAIRE",visa,459302
5132391,7,"MASTER, CARTE_BANCAIRE",master,513239
5132382,7,"MASTER, CARTE_BANCAIRE",master,513238
5132864,7,"MASTER, CARTE_BANCAIRE",master,513286
5132934,7,"MASTER, CARTE_BANCAIRE",master,513293
5133855,7,"MASTER, CARTE_BANCAIRE",master,513385
5132937,7,"MASTER, CARTE_BANCAIRE",master,513293
5133533,7,"MASTER, CARTE_BANCAIRE",master,513353
5136400,7,"MASTER, CARTE_BANCAIRE",master,513640
5136416,7,"MASTER, CARTE_BANCAIRE",master,513641
5133531,7,"MASTER, CARTE_BANCAIRE",master,513353
5133856,7,"MASTER, CARTE_BANCAIRE",master,513385
5136360,7,"MASTER, CARTE_BANCAIRE",master,513636
5136237,7,"MASTER, CARTE_BANCAIRE",master,513623
5136462,7,"MASTER, CARTE_BANCAIRE",master,513646
5136468,7,"MASTER, CARTE_BANCAIRE",master,513646
5136480,7,"MASTER, CARTE_BANCAIRE",master,513648
5136689,7,"MASTER, CARTE_BANCAIRE",master,513668
5138558,7,"MASTER, CARTE_BANCAIRE",master,513855
5132385,7,"MASTER, CARTE_BANCAIRE",master,513238
5132340,7,"MASTER, CARTE_BANCAIRE",master,513234
5133852,7,"MASTER, CARTE_BANCAIRE",master,513385
5132033,7,"MASTER, CARTE_BANCAIRE",master,513203
5132000,7,"MASTER, CARTE_BANCAIRE",master,513200
5132757,7,"MASTER, CARTE_BANCAIRE",master,513275
5132721,7,"MASTER, CARTE_BANCAIRE",master,513272
5132779,7,"MASTER, CARTE_BANCAIRE",master,513277
5132971,7,"MASTER, CARTE_BANCAIRE",master,513297
5132963,7,"MASTER, CARTE_BANCAIRE",master,513296
5133087,7,"MASTER, CARTE_BANCAIRE",master,513308
5133534,7,"MASTER, CARTE_BANCAIRE",master,513353
5136904,7,"MASTER, CARTE_BANCAIRE",master,513690
5136181,7,"MASTER, CARTE_BANCAIRE",master,513618
5137466,7,"MASTER, CARTE_BANCAIRE",master,513746
5136906,7,"MASTER, CARTE_BANCAIRE",master,513690
5136410,7,"MASTER, CARTE_BANCAIRE",master,513641
5136211,7,"MASTER, CARTE_BANCAIRE",master,513621
5132834,7,"MASTER, CARTE_BANCAIRE",master,513283
5132935,7,"MASTER, CARTE_BANCAIRE",master,513293
5133082,7,"MASTER, CARTE_BANCAIRE",master,513308
5136426,7,"MASTER, CARTE_BANCAIRE",master,513642
5136663,7,"MASTER, CARTE_BANCAIRE",master,513666
5136414,7,"MASTER, CARTE_BANCAIRE",master,513641
5136239,7,"MASTER, CARTE_BANCAIRE",master,513623
5132007,7,"MASTER, CARTE_BANCAIRE",master,513200
5132039,7,"MASTER, CARTE_BANCAIRE",master,513203
5132094,7,"MASTER, CARTE_BANCAIRE",master,513209
5132414,7,"MASTER, CARTE_BANCAIRE",master,513241
5132728,7,"MASTER, CARTE_BANCAIRE",master,513272
5136688,7,"MASTER, CARTE_BANCAIRE",master,513668
5136461,7,"MASTER, CARTE_BANCAIRE",master,513646
5136488,7,"MASTER, CARTE_BANCAIRE",master,513648
5138611,7,"MASTER, CARTE_BANCAIRE",master,513861
5138551,7,"MASTER, CARTE_BANCAIRE",master,513855
5132254,7,"MASTER, CARTE_BANCAIRE",master,513225
5132393,7,"MASTER, CARTE_BANCAIRE",master,513239
5132348,7,"MASTER, CARTE_BANCAIRE",master,513234
5132388,7,"MASTER, CARTE_BANCAIRE",master,513238
5132967,7,"MASTER, CARTE_BANCAIRE",master,513296
5132621,7,"MASTER, CARTE_BANCAIRE",master,513262
5133083,7,"MASTER, CARTE_BANCAIRE",master,513308
5132836,7,"MASTER, CARTE_BANCAIRE",master,513283
5132970,7,"MASTER, CARTE_BANCAIRE",master,513297
5132976,7,"MASTER, CARTE_BANCAIRE",master,513297
5132774,7,"MASTER, CARTE_BANCAIRE",master,513277
5133530,7,"MASTER, CARTE_BANCAIRE",master,513353
5136449,7,"MASTER, CARTE_BANCAIRE",master,513644
5136184,7,"MASTER, CARTE_BANCAIRE",master,513618
5136486,7,"MASTER, CARTE_BANCAIRE",master,513648
5136406,7,"MASTER, CARTE_BANCAIRE",master,513640
5136367,7,"MASTER, CARTE_BANCAIRE",master,513636
5136422,7,"MASTER, CARTE_BANCAIRE",master,513642
5136427,7,"MASTER, CARTE_BANCAIRE",master,513642
5137468,7,"MASTER, CARTE_BANCAIRE",master,513746
5137463,7,"MASTER, CARTE_BANCAIRE",master,513746
5133532,7,"MASTER, CARTE_BANCAIRE",master,513353
5136188,7,"MASTER, CARTE_BANCAIRE",master,513618
5136363,7,"MASTER, CARTE_BANCAIRE",master,513636
5136476,7,"MASTER, CARTE_BANCAIRE",master,513647
5136429,7,"MASTER, CARTE_BANCAIRE",master,513642
5136909,7,"MASTER, CARTE_BANCAIRE",master,513690
5137431,7,"MASTER, CARTE_BANCAIRE",master,513743
5137418,7,"MASTER, CARTE_BANCAIRE",master,513741
5136365,7,"MASTER, CARTE_BANCAIRE",master,513636
5138610,7,"MASTER, CARTE_BANCAIRE",master,513861
5137542,7,"MASTER, CARTE_BANCAIRE",master,513754
5138616,7,"MASTER, CARTE_BANCAIRE",master,513861
5138553,7,"MASTER, CARTE_BANCAIRE",master,513855
5132031,7,"MASTER, CARTE_BANCAIRE",master,513203
5132002,7,"MASTER, CARTE_BANCAIRE",master,513200
5132098,7,"MASTER, CARTE_BANCAIRE",master,513209
5132396,7,"MASTER, CARTE_BANCAIRE",master,513239
5132631,7,"MASTER, CARTE_BANCAIRE",master,513263
5132754,7,"MASTER, CARTE_BANCAIRE",master,513275
5132797,7,"MASTER, CARTE_BANCAIRE",master,513279
5132560,7,"MASTER, CARTE_BANCAIRE",master,513256
5132416,7,"MASTER, CARTE_BANCAIRE",master,513241
5132488,7,"MASTER, CARTE_BANCAIRE",master,513248
5132384,7,"MASTER, CARTE_BANCAIRE",master,513238
5136478,7,"MASTER, CARTE_BANCAIRE",master,513647
5136479,7,"MASTER, CARTE_BANCAIRE",master,513647
5136442,7,"MASTER, CARTE_BANCAIRE",master,513644
5132386,7,"MASTER, CARTE_BANCAIRE",master,513238
5132752,7,"MASTER, CARTE_BANCAIRE",master,513275
5132725,7,"MASTER, CARTE_BANCAIRE",master,513272
5132964,7,"MASTER, CARTE_BANCAIRE",master,513296
5132096,7,"MASTER, CARTE_BANCAIRE",master,513209
5133858,7,"MASTER, CARTE_BANCAIRE",master,513385
4593290,7,"VISA, CARTE_BANCAIRE",visa,459329
5136164,7,"MASTER, CARTE_BANCAIRE",master,513616
5137465,7,"MASTER, CARTE_BANCAIRE",master,513746
5137137,7,"MASTER, CARTE_BANCAIRE",master,513713
5136907,7,"MASTER, CARTE_BANCAIRE",master,513690
5817495,7,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581749
5132093,7,"MASTER, CARTE_BANCAIRE",master,513209
5132773,7,"MASTER, CARTE_BANCAIRE",master,513277
5132723,7,"MASTER, CARTE_BANCAIRE",master,513272
5133650,7,"MASTER, CARTE_BANCAIRE",master,513365
5133798,7,"MASTER, CARTE_BANCAIRE",master,513379
5133085,7,"MASTER, CARTE_BANCAIRE",master,513308
5132931,7,"MASTER, CARTE_BANCAIRE",master,513293
5136210,7,"MASTER, CARTE_BANCAIRE",master,513621
5136403,7,"MASTER, CARTE_BANCAIRE",master,513640
5136234,7,"MASTER, CARTE_BANCAIRE",master,513623
4771869,7,"VISA, CARTE_BANCAIRE",visa,477186
